NOC,Sport,Adeptness
LIE,Triathlon,
LIE,Tug-Of-War,
LIE,Volleyball,
LIE,Water Polo,
LIE,Weightlifting,
LIE,Wrestling,
MNE,Handball,0.011235955056179775
MNE,3x3 Basketball,
MNE,Aeronautics,
MNE,Alpinism,
MNE,Archery,
MNE,Art Competitions,
MNE,Artistic Gymnastics,
MNE,Artistic Swimming,
MNE,Athletics,
MNE,Badminton,
MNE,Baseball,
MNE,Baseball/Softball,
MNE,Basketball,
MNE,Basque Pelota,
MNE,Beach Volleyball,
MNE,Boxing,
MNE,Breaking,
MNE,Canoe Slalom,
MNE,Canoe Sprint,
MNE,Canoeing,
MNE,Cricket,
MNE,Croquet,
MNE,Cycling,
MNE,Cycling BMX Freestyle,
MNE,Cycling BMX Racing,
MNE,Cycling Mountain Bike,
MNE,Cycling Road,
MNE,Cycling Track,
MNE,Diving,
MNE,Equestrian,
MNE,Equestrianism,
MNE,Fencing,
MNE,Figure Skating,
MNE,Football,
MNE,Golf,
MNE,Gymnastics,
MNE,Hockey,
MNE,Ice Hockey,
MNE,Jeu De Paume,
MNE,Judo,
MNE,Karate,
MNE,Lacrosse,
MNE,Marathon Swimming,
MNE,Modern Pentathlon,
MNE,Motorboating,
MNE,Polo,
MNE,Racquets,
MNE,Rhythmic Gymnastics,
MNE,Roque,
MNE,Rowing,
MNE,Rugby,
MNE,Rugby Sevens,
MNE,Sailing,
MNE,Shooting,
MNE,Skateboarding,
MNE,Softball,
MNE,Sport Climbing,
MNE,Surfing,
MNE,Swimming,
MNE,Synchronized Swimming,
MNE,Table Tennis,
MNE,Taekwondo,
MNE,Tennis,
MNE,Trampoline Gymnastics,
MNE,Trampolining,
MNE,Triathlon,
MNE,Tug-Of-War,
MNE,Volleyball,
MNE,Water Polo,
MNE,Weightlifting,
MNE,Wrestling,
GAM,3x3 Basketball,
GAM,Aeronautics,
GAM,Alpinism,
GAM,Archery,
GAM,Art Competitions,
GAM,Artistic Gymnastics,
GAM,Artistic Swimming,
GAM,Athletics,
GAM,Badminton,
GAM,Baseball,
GAM,Baseball/Softball,
GAM,Basketball,
GAM,Basque Pelota,
GAM,Beach Volleyball,
GAM,Boxing,
GAM,Breaking,
GAM,Canoe Slalom,
GAM,Canoe Sprint,
GAM,Canoeing,
GAM,Cricket,
GAM,Croquet,
GAM,Cycling,
GAM,Cycling BMX Freestyle,
GAM,Cycling BMX Racing,
GAM,Cycling Mountain Bike,
GAM,Cycling Road,
GAM,Cycling Track,
GAM,Diving,
GAM,Equestrian,
GAM,Equestrianism,
GAM,Fencing,
GAM,Figure Skating,
GAM,Football,
GAM,Golf,
GAM,Gymnastics,
GAM,Handball,
GAM,Hockey,
GAM,Ice Hockey,
GAM,Jeu De Paume,
GAM,Judo,
GAM,Karate,
GAM,Lacrosse,
GAM,Marathon Swimming,
GAM,Modern Pentathlon,
GAM,Motorboating,
GAM,Polo,
GAM,Racquets,
GAM,Rhythmic Gymnastics,
GAM,Roque,
GAM,Rowing,
GAM,Rugby,
GAM,Rugby Sevens,
GAM,Sailing,
GAM,Shooting,
GAM,Skateboarding,
GAM,Softball,
GAM,Sport Climbing,
GAM,Surfing,
GAM,Swimming,
GAM,Synchronized Swimming,
GAM,Table Tennis,
GAM,Taekwondo,
GAM,Tennis,
GAM,Trampoline Gymnastics,
GAM,Trampolining,
GAM,Triathlon,
GAM,Tug-Of-War,
GAM,Volleyball,
GAM,Water Polo,
GAM,Weightlifting,
GAM,Wrestling,
COK,3x3 Basketball,
COK,Aeronautics,
COK,Alpinism,
COK,Archery,
COK,Art Competitions,
COK,Artistic Gymnastics,
COK,Artistic Swimming,
COK,Athletics,
COK,Badminton,
COK,Baseball,
COK,Baseball/Softball,
COK,Basketball,
COK,Basque Pelota,
COK,Beach Volleyball,
COK,Boxing,
COK,Breaking,
COK,Canoe Slalom,
COK,Canoe Sprint,
COK,Canoeing,
COK,Cricket,
COK,Croquet,
COK,Cycling,
COK,Cycling BMX Freestyle,
COK,Cycling BMX Racing,
COK,Cycling Mountain Bike,
COK,Cycling Road,
COK,Cycling Track,
COK,Diving,
COK,Equestrian,
COK,Equestrianism,
COK,Fencing,
COK,Figure Skating,
COK,Football,
COK,Golf,
COK,Gymnastics,
COK,Handball,
COK,Hockey,
COK,Ice Hockey,
COK,Jeu De Paume,
COK,Judo,
COK,Karate,
COK,Lacrosse,
COK,Marathon Swimming,
COK,Modern Pentathlon,
COK,Motorboating,
COK,Polo,
COK,Racquets,
COK,Rhythmic Gymnastics,
COK,Roque,
COK,Rowing,
COK,Rugby,
COK,Rugby Sevens,
COK,Sailing,
COK,Shooting,
COK,Skateboarding,
COK,Softball,
COK,Sport Climbing,
COK,Surfing,
COK,Swimming,
COK,Synchronized Swimming,
COK,Table Tennis,
COK,Taekwondo,
COK,Tennis,
COK,Trampoline Gymnastics,
COK,Trampolining,
COK,Triathlon,
COK,Tug-Of-War,
COK,Volleyball,
COK,Water Polo,
COK,Weightlifting,
COK,Wrestling,
ALB,Wrestling,0.001388888888888889
ALB,3x3 Basketball,
ALB,Aeronautics,
ALB,Alpinism,
ALB,Archery,
ALB,Art Competitions,
ALB,Artistic Gymnastics,
ALB,Artistic Swimming,
ALB,Athletics,
ALB,Badminton,
ALB,Baseball,
ALB,Baseball/Softball,
ALB,Basketball,
ALB,Basque Pelota,
ALB,Beach Volleyball,
ALB,Boxing,
ALB,Breaking,
ALB,Canoe Slalom,
ALB,Canoe Sprint,
ALB,Canoeing,
ALB,Cricket,
ALB,Croquet,
ALB,Cycling,
ALB,Cycling BMX Freestyle,
ALB,Cycling BMX Racing,
ALB,Cycling Mountain Bike,
ALB,Cycling Road,
ALB,Cycling Track,
ALB,Diving,
ALB,Equestrian,
ALB,Equestrianism,
ALB,Fencing,
ALB,Figure Skating,
ALB,Football,
ALB,Golf,
ALB,Gymnastics,
ALB,Handball,
ALB,Hockey,
ALB,Ice Hockey,
ALB,Jeu De Paume,
ALB,Judo,
ALB,Karate,
ALB,Lacrosse,
ALB,Marathon Swimming,
ALB,Modern Pentathlon,
ALB,Motorboating,
ALB,Polo,
ALB,Racquets,
ALB,Rhythmic Gymnastics,
ALB,Roque,
ALB,Rowing,
ALB,Rugby,
ALB,Rugby Sevens,
ALB,Sailing,
ALB,Shooting,
ALB,Skateboarding,
ALB,Softball,
ALB,Sport Climbing,
ALB,Surfing,
ALB,Swimming,
ALB,Synchronized Swimming,
ALB,Table Tennis,
ALB,Taekwondo,
ALB,Tennis,
ALB,Trampoline Gymnastics,
ALB,Trampolining,
ALB,Triathlon,
ALB,Tug-Of-War,
ALB,Volleyball,
ALB,Water Polo,
ALB,Weightlifting,
WIF,Athletics,0.001128923007450892
WIF,3x3 Basketball,
WIF,Aeronautics,
WIF,Alpinism,
WIF,Archery,
WIF,Art Competitions,
WIF,Artistic Gymnastics,
WIF,Artistic Swimming,
WIF,Badminton,
WIF,Baseball,
WIF,Baseball/Softball,
WIF,Basketball,
WIF,Basque Pelota,
WIF,Beach Volleyball,
WIF,Boxing,
WIF,Breaking,
WIF,Canoe Slalom,
WIF,Canoe Sprint,
WIF,Canoeing,
WIF,Cricket,
WIF,Croquet,
WIF,Cycling,
WIF,Cycling BMX Freestyle,
WIF,Cycling BMX Racing,
WIF,Cycling Mountain Bike,
WIF,Cycling Road,
WIF,Cycling Track,
WIF,Diving,
WIF,Equestrian,
WIF,Equestrianism,
WIF,Fencing,
WIF,Figure Skating,
WIF,Football,
WIF,Golf,
WIF,Gymnastics,
WIF,Handball,
WIF,Hockey,
WIF,Ice Hockey,
WIF,Jeu De Paume,
WIF,Judo,
WIF,Karate,
WIF,Lacrosse,
WIF,Marathon Swimming,
WIF,Modern Pentathlon,
WIF,Motorboating,
WIF,Polo,
WIF,Racquets,
WIF,Rhythmic Gymnastics,
WIF,Roque,
WIF,Rowing,
WIF,Rugby,
WIF,Rugby Sevens,
WIF,Sailing,
WIF,Shooting,
WIF,Skateboarding,
WIF,Softball,
WIF,Sport Climbing,
WIF,Surfing,
WIF,Swimming,
WIF,Synchronized Swimming,
WIF,Table Tennis,
WIF,Taekwondo,
WIF,Tennis,
WIF,Trampoline Gymnastics,
WIF,Trampolining,
WIF,Triathlon,
WIF,Tug-Of-War,
WIF,Volleyball,
WIF,Water Polo,
WIF,Weightlifting,
WIF,Wrestling,
SWZ,3x3 Basketball,
SWZ,Aeronautics,
SWZ,Alpinism,
SWZ,Archery,
SWZ,Art Competitions,
SWZ,Artistic Gymnastics,
SWZ,Artistic Swimming,
SWZ,Athletics,
SWZ,Badminton,
SWZ,Baseball,
SWZ,Baseball/Softball,
SWZ,Basketball,
SWZ,Basque Pelota,
SWZ,Beach Volleyball,
SWZ,Boxing,
SWZ,Breaking,
SWZ,Canoe Slalom,
SWZ,Canoe Sprint,
SWZ,Canoeing,
SWZ,Cricket,
SWZ,Croquet,
SWZ,Cycling,
SWZ,Cycling BMX Freestyle,
SWZ,Cycling BMX Racing,
SWZ,Cycling Mountain Bike,
SWZ,Cycling Road,
SWZ,Cycling Track,
SWZ,Diving,
SWZ,Equestrian,
SWZ,Equestrianism,
SWZ,Fencing,
SWZ,Figure Skating,
SWZ,Football,
SWZ,Golf,
SWZ,Gymnastics,
SWZ,Handball,
SWZ,Hockey,
SWZ,Ice Hockey,
SWZ,Jeu De Paume,
SWZ,Judo,
SWZ,Karate,
SWZ,Lacrosse,
SWZ,Marathon Swimming,
SWZ,Modern Pentathlon,
SWZ,Motorboating,
SWZ,Polo,
SWZ,Racquets,
SWZ,Rhythmic Gymnastics,
SWZ,Roque,
SWZ,Rowing,
SWZ,Rugby,
SWZ,Rugby Sevens,
SWZ,Sailing,
SWZ,Shooting,
SWZ,Skateboarding,
SWZ,Softball,
SWZ,Sport Climbing,
SWZ,Surfing,
SWZ,Swimming,
SWZ,Synchronized Swimming,
SWZ,Table Tennis,
SWZ,Taekwondo,
SWZ,Tennis,
SWZ,Trampoline Gymnastics,
SWZ,Trampolining,
SWZ,Triathlon,
SWZ,Tug-Of-War,
SWZ,Volleyball,
SWZ,Water Polo,
SWZ,Weightlifting,
SWZ,Wrestling,
BUR,Athletics,0.00022578460149017836
BUR,3x3 Basketball,
BUR,Aeronautics,
BUR,Alpinism,
BUR,Archery,
BUR,Art Competitions,
BUR,Artistic Gymnastics,
BUR,Artistic Swimming,
BUR,Badminton,
BUR,Baseball,
BUR,Baseball/Softball,
BUR,Basketball,
BUR,Basque Pelota,
BUR,Beach Volleyball,
BUR,Boxing,
BUR,Breaking,
BUR,Canoe Slalom,
BUR,Canoe Sprint,
BUR,Canoeing,
BUR,Cricket,
BUR,Croquet,
BUR,Cycling,
BUR,Cycling BMX Freestyle,
BUR,Cycling BMX Racing,
BUR,Cycling Mountain Bike,
BUR,Cycling Road,
BUR,Cycling Track,
BUR,Diving,
BUR,Equestrian,
BUR,Equestrianism,
BUR,Fencing,
BUR,Figure Skating,
BUR,Football,
BUR,Golf,
BUR,Gymnastics,
BUR,Handball,
BUR,Hockey,
BUR,Ice Hockey,
BUR,Jeu De Paume,
BUR,Judo,
BUR,Karate,
BUR,Lacrosse,
BUR,Marathon Swimming,
BUR,Modern Pentathlon,
BUR,Motorboating,
BUR,Polo,
BUR,Racquets,
BUR,Rhythmic Gymnastics,
BUR,Roque,
BUR,Rowing,
BUR,Rugby,
BUR,Rugby Sevens,
BUR,Sailing,
BUR,Shooting,
BUR,Skateboarding,
BUR,Softball,
BUR,Sport Climbing,
BUR,Surfing,
BUR,Swimming,
BUR,Synchronized Swimming,
BUR,Table Tennis,
BUR,Taekwondo,
BUR,Tennis,
BUR,Trampoline Gymnastics,
BUR,Trampolining,
BUR,Triathlon,
BUR,Tug-Of-War,
BUR,Volleyball,
BUR,Water Polo,
BUR,Weightlifting,
BUR,Wrestling,
NBO,3x3 Basketball,
NBO,Aeronautics,
NBO,Alpinism,
NBO,Archery,
NBO,Art Competitions,
NBO,Artistic Gymnastics,
NBO,Artistic Swimming,
NBO,Athletics,
NBO,Badminton,
NBO,Baseball,
NBO,Baseball/Softball,
NBO,Basketball,
NBO,Basque Pelota,
NBO,Beach Volleyball,
NBO,Boxing,
NBO,Breaking,
NBO,Canoe Slalom,
NBO,Canoe Sprint,
NBO,Canoeing,
NBO,Cricket,
NBO,Croquet,
NBO,Cycling,
NBO,Cycling BMX Freestyle,
NBO,Cycling BMX Racing,
NBO,Cycling Mountain Bike,
NBO,Cycling Road,
NBO,Cycling Track,
NBO,Diving,
NBO,Equestrian,
NBO,Equestrianism,
NBO,Fencing,
NBO,Figure Skating,
NBO,Football,
NBO,Golf,
NBO,Gymnastics,
NBO,Handball,
NBO,Hockey,
NBO,Ice Hockey,
NBO,Jeu De Paume,
NBO,Judo,
NBO,Karate,
NBO,Lacrosse,
NBO,Marathon Swimming,
NBO,Modern Pentathlon,
NBO,Motorboating,
NBO,Polo,
NBO,Racquets,
NBO,Rhythmic Gymnastics,
NBO,Roque,
NBO,Rowing,
NBO,Rugby,
NBO,Rugby Sevens,
NBO,Sailing,
NBO,Shooting,
NBO,Skateboarding,
NBO,Softball,
NBO,Sport Climbing,
NBO,Surfing,
NBO,Swimming,
NBO,Synchronized Swimming,
NBO,Table Tennis,
NBO,Taekwondo,
NBO,Tennis,
NBO,Trampoline Gymnastics,
NBO,Trampolining,
NBO,Triathlon,
NBO,Tug-Of-War,
NBO,Volleyball,
NBO,Water Polo,
NBO,Weightlifting,
NBO,Wrestling,
BDI,Athletics,0.0004515692029803567
BDI,3x3 Basketball,
BDI,Aeronautics,
BDI,Alpinism,
BDI,Archery,
BDI,Art Competitions,
BDI,Artistic Gymnastics,
BDI,Artistic Swimming,
BDI,Badminton,
BDI,Baseball,
BDI,Baseball/Softball,
BDI,Basketball,
BDI,Basque Pelota,
BDI,Beach Volleyball,
BDI,Boxing,
BDI,Breaking,
BDI,Canoe Slalom,
BDI,Canoe Sprint,
BDI,Canoeing,
BDI,Cricket,
BDI,Croquet,
BDI,Cycling,
BDI,Cycling BMX Freestyle,
BDI,Cycling BMX Racing,
BDI,Cycling Mountain Bike,
BDI,Cycling Road,
BDI,Cycling Track,
BDI,Diving,
BDI,Equestrian,
BDI,Equestrianism,
BDI,Fencing,
BDI,Figure Skating,
BDI,Football,
BDI,Golf,
BDI,Gymnastics,
BDI,Handball,
BDI,Hockey,
BDI,Ice Hockey,
BDI,Jeu De Paume,
BDI,Judo,
BDI,Karate,
BDI,Lacrosse,
BDI,Marathon Swimming,
BDI,Modern Pentathlon,
BDI,Motorboating,
BDI,Polo,
BDI,Racquets,
BDI,Rhythmic Gymnastics,
BDI,Roque,
BDI,Rowing,
BDI,Rugby,
BDI,Rugby Sevens,
BDI,Sailing,
BDI,Shooting,
BDI,Skateboarding,
BDI,Softball,
BDI,Sport Climbing,
BDI,Surfing,
BDI,Swimming,
BDI,Synchronized Swimming,
BDI,Table Tennis,
BDI,Taekwondo,
BDI,Tennis,
BDI,Trampoline Gymnastics,
BDI,Trampolining,
BDI,Triathlon,
BDI,Tug-Of-War,
BDI,Volleyball,
BDI,Water Polo,
BDI,Weightlifting,
BDI,Wrestling,
ARU,3x3 Basketball,
ARU,Aeronautics,
ARU,Alpinism,
ARU,Archery,
ARU,Art Competitions,
ARU,Artistic Gymnastics,
ARU,Artistic Swimming,
ARU,Athletics,
ARU,Badminton,
ARU,Baseball,
ARU,Baseball/Softball,
ARU,Basketball,
ARU,Basque Pelota,
ARU,Beach Volleyball,
ARU,Boxing,
ARU,Breaking,
ARU,Canoe Slalom,
ARU,Canoe Sprint,
ARU,Canoeing,
ARU,Cricket,
ARU,Croquet,
ARU,Cycling,
ARU,Cycling BMX Freestyle,
ARU,Cycling BMX Racing,
ARU,Cycling Mountain Bike,
ARU,Cycling Road,
ARU,Cycling Track,
ARU,Diving,
ARU,Equestrian,
ARU,Equestrianism,
ARU,Fencing,
ARU,Figure Skating,
ARU,Football,
ARU,Golf,
ARU,Gymnastics,
ARU,Handball,
ARU,Hockey,
ARU,Ice Hockey,
ARU,Jeu De Paume,
ARU,Judo,
ARU,Karate,
ARU,Lacrosse,
ARU,Marathon Swimming,
ARU,Modern Pentathlon,
ARU,Motorboating,
ARU,Polo,
ARU,Racquets,
ARU,Rhythmic Gymnastics,
ARU,Roque,
ARU,Rowing,
ARU,Rugby,
ARU,Rugby Sevens,
ARU,Sailing,
ARU,Shooting,
ARU,Skateboarding,
ARU,Softball,
ARU,Sport Climbing,
ARU,Surfing,
ARU,Swimming,
ARU,Synchronized Swimming,
ARU,Table Tennis,
ARU,Taekwondo,
ARU,Tennis,
ARU,Trampoline Gymnastics,
ARU,Trampolining,
ARU,Triathlon,
ARU,Tug-Of-War,
ARU,Volleyball,
ARU,Water Polo,
ARU,Weightlifting,
ARU,Wrestling,
NRU,3x3 Basketball,
NRU,Aeronautics,
NRU,Alpinism,
NRU,Archery,
NRU,Art Competitions,
NRU,Artistic Gymnastics,
NRU,Artistic Swimming,
NRU,Athletics,
NRU,Badminton,
NRU,Baseball,
NRU,Baseball/Softball,
NRU,Basketball,
NRU,Basque Pelota,
NRU,Beach Volleyball,
NRU,Boxing,
NRU,Breaking,
NRU,Canoe Slalom,
NRU,Canoe Sprint,
NRU,Canoeing,
NRU,Cricket,
NRU,Croquet,
NRU,Cycling,
NRU,Cycling BMX Freestyle,
NRU,Cycling BMX Racing,
NRU,Cycling Mountain Bike,
NRU,Cycling Road,
NRU,Cycling Track,
NRU,Diving,
NRU,Equestrian,
NRU,Equestrianism,
NRU,Fencing,
NRU,Figure Skating,
NRU,Football,
NRU,Golf,
NRU,Gymnastics,
NRU,Handball,
NRU,Hockey,
NRU,Ice Hockey,
NRU,Jeu De Paume,
NRU,Judo,
NRU,Karate,
NRU,Lacrosse,
NRU,Marathon Swimming,
NRU,Modern Pentathlon,
NRU,Motorboating,
NRU,Polo,
NRU,Racquets,
NRU,Rhythmic Gymnastics,
NRU,Roque,
NRU,Rowing,
NRU,Rugby,
NRU,Rugby Sevens,
NRU,Sailing,
NRU,Shooting,
NRU,Skateboarding,
NRU,Softball,
NRU,Sport Climbing,
NRU,Surfing,
NRU,Swimming,
NRU,Synchronized Swimming,
NRU,Table Tennis,
NRU,Taekwondo,
NRU,Tennis,
NRU,Trampoline Gymnastics,
NRU,Trampolining,
NRU,Triathlon,
NRU,Tug-Of-War,
NRU,Volleyball,
NRU,Water Polo,
NRU,Weightlifting,
NRU,Wrestling,
VNM,3x3 Basketball,
VNM,Aeronautics,
VNM,Alpinism,
VNM,Archery,
VNM,Art Competitions,
VNM,Artistic Gymnastics,
VNM,Artistic Swimming,
VNM,Athletics,
VNM,Badminton,
VNM,Baseball,
VNM,Baseball/Softball,
VNM,Basketball,
VNM,Basque Pelota,
VNM,Beach Volleyball,
VNM,Boxing,
VNM,Breaking,
VNM,Canoe Slalom,
VNM,Canoe Sprint,
VNM,Canoeing,
VNM,Cricket,
VNM,Croquet,
VNM,Cycling,
VNM,Cycling BMX Freestyle,
VNM,Cycling BMX Racing,
VNM,Cycling Mountain Bike,
VNM,Cycling Road,
VNM,Cycling Track,
VNM,Diving,
VNM,Equestrian,
VNM,Equestrianism,
VNM,Fencing,
VNM,Figure Skating,
VNM,Football,
VNM,Golf,
VNM,Gymnastics,
VNM,Handball,
VNM,Hockey,
VNM,Ice Hockey,
VNM,Jeu De Paume,
VNM,Judo,
VNM,Karate,
VNM,Lacrosse,
VNM,Marathon Swimming,
VNM,Modern Pentathlon,
VNM,Motorboating,
VNM,Polo,
VNM,Racquets,
VNM,Rhythmic Gymnastics,
VNM,Roque,
VNM,Rowing,
VNM,Rugby,
VNM,Rugby Sevens,
VNM,Sailing,
VNM,Shooting,
VNM,Skateboarding,
VNM,Softball,
VNM,Sport Climbing,
VNM,Surfing,
VNM,Swimming,
VNM,Synchronized Swimming,
VNM,Table Tennis,
VNM,Taekwondo,
VNM,Tennis,
VNM,Trampoline Gymnastics,
VNM,Trampolining,
VNM,Triathlon,
VNM,Tug-Of-War,
VNM,Volleyball,
VNM,Water Polo,
VNM,Weightlifting,
VNM,Wrestling,
VIE,Taekwondo,0.004807692307692308
VIE,Shooting,0.0015037593984962407
VIE,Weightlifting,0.001392757660167131
VIE,3x3 Basketball,
VIE,Aeronautics,
VIE,Alpinism,
VIE,Archery,
VIE,Art Competitions,
VIE,Artistic Gymnastics,
VIE,Artistic Swimming,
VIE,Athletics,
VIE,Badminton,
VIE,Baseball,
VIE,Baseball/Softball,
VIE,Basketball,
VIE,Basque Pelota,
VIE,Beach Volleyball,
VIE,Boxing,
VIE,Breaking,
VIE,Canoe Slalom,
VIE,Canoe Sprint,
VIE,Canoeing,
VIE,Cricket,
VIE,Croquet,
VIE,Cycling,
VIE,Cycling BMX Freestyle,
VIE,Cycling BMX Racing,
VIE,Cycling Mountain Bike,
VIE,Cycling Road,
VIE,Cycling Track,
VIE,Diving,
VIE,Equestrian,
VIE,Equestrianism,
VIE,Fencing,
VIE,Figure Skating,
VIE,Football,
VIE,Golf,
VIE,Gymnastics,
VIE,Handball,
VIE,Hockey,
VIE,Ice Hockey,
VIE,Jeu De Paume,
VIE,Judo,
VIE,Karate,
VIE,Lacrosse,
VIE,Marathon Swimming,
VIE,Modern Pentathlon,
VIE,Motorboating,
VIE,Polo,
VIE,Racquets,
VIE,Rhythmic Gymnastics,
VIE,Roque,
VIE,Rowing,
VIE,Rugby,
VIE,Rugby Sevens,
VIE,Sailing,
VIE,Skateboarding,
VIE,Softball,
VIE,Sport Climbing,
VIE,Surfing,
VIE,Swimming,
VIE,Synchronized Swimming,
VIE,Table Tennis,
VIE,Tennis,
VIE,Trampoline Gymnastics,
VIE,Trampolining,
VIE,Triathlon,
VIE,Tug-Of-War,
VIE,Volleyball,
VIE,Water Polo,
VIE,Wrestling,
BHU,3x3 Basketball,
BHU,Aeronautics,
BHU,Alpinism,
BHU,Archery,
BHU,Art Competitions,
BHU,Artistic Gymnastics,
BHU,Artistic Swimming,
BHU,Athletics,
BHU,Badminton,
BHU,Baseball,
BHU,Baseball/Softball,
BHU,Basketball,
BHU,Basque Pelota,
BHU,Beach Volleyball,
BHU,Boxing,
BHU,Breaking,
BHU,Canoe Slalom,
BHU,Canoe Sprint,
BHU,Canoeing,
BHU,Cricket,
BHU,Croquet,
BHU,Cycling,
BHU,Cycling BMX Freestyle,
BHU,Cycling BMX Racing,
BHU,Cycling Mountain Bike,
BHU,Cycling Road,
BHU,Cycling Track,
BHU,Diving,
BHU,Equestrian,
BHU,Equestrianism,
BHU,Fencing,
BHU,Figure Skating,
BHU,Football,
BHU,Golf,
BHU,Gymnastics,
BHU,Handball,
BHU,Hockey,
BHU,Ice Hockey,
BHU,Jeu De Paume,
BHU,Judo,
BHU,Karate,
BHU,Lacrosse,
BHU,Marathon Swimming,
BHU,Modern Pentathlon,
BHU,Motorboating,
BHU,Polo,
BHU,Racquets,
BHU,Rhythmic Gymnastics,
BHU,Roque,
BHU,Rowing,
BHU,Rugby,
BHU,Rugby Sevens,
BHU,Sailing,
BHU,Shooting,
BHU,Skateboarding,
BHU,Softball,
BHU,Sport Climbing,
BHU,Surfing,
BHU,Swimming,
BHU,Synchronized Swimming,
BHU,Table Tennis,
BHU,Taekwondo,
BHU,Tennis,
BHU,Trampoline Gymnastics,
BHU,Trampolining,
BHU,Triathlon,
BHU,Tug-Of-War,
BHU,Volleyball,
BHU,Water Polo,
BHU,Weightlifting,
BHU,Wrestling,
MHL,3x3 Basketball,
MHL,Aeronautics,
MHL,Alpinism,
MHL,Archery,
MHL,Art Competitions,
MHL,Artistic Gymnastics,
MHL,Artistic Swimming,
MHL,Athletics,
MHL,Badminton,
MHL,Baseball,
MHL,Baseball/Softball,
MHL,Basketball,
MHL,Basque Pelota,
MHL,Beach Volleyball,
MHL,Boxing,
MHL,Breaking,
MHL,Canoe Slalom,
MHL,Canoe Sprint,
MHL,Canoeing,
MHL,Cricket,
MHL,Croquet,
MHL,Cycling,
MHL,Cycling BMX Freestyle,
MHL,Cycling BMX Racing,
MHL,Cycling Mountain Bike,
MHL,Cycling Road,
MHL,Cycling Track,
MHL,Diving,
MHL,Equestrian,
MHL,Equestrianism,
MHL,Fencing,
MHL,Figure Skating,
MHL,Football,
MHL,Golf,
MHL,Gymnastics,
MHL,Handball,
MHL,Hockey,
MHL,Ice Hockey,
MHL,Jeu De Paume,
MHL,Judo,
MHL,Karate,
MHL,Lacrosse,
MHL,Marathon Swimming,
MHL,Modern Pentathlon,
MHL,Motorboating,
MHL,Polo,
MHL,Racquets,
MHL,Rhythmic Gymnastics,
MHL,Roque,
MHL,Rowing,
MHL,Rugby,
MHL,Rugby Sevens,
MHL,Sailing,
MHL,Shooting,
MHL,Skateboarding,
MHL,Softball,
MHL,Sport Climbing,
MHL,Surfing,
MHL,Swimming,
MHL,Synchronized Swimming,
MHL,Table Tennis,
MHL,Taekwondo,
MHL,Tennis,
MHL,Trampoline Gymnastics,
MHL,Trampolining,
MHL,Triathlon,
MHL,Tug-Of-War,
MHL,Volleyball,
MHL,Water Polo,
MHL,Weightlifting,
MHL,Wrestling,
KIR,3x3 Basketball,
KIR,Aeronautics,
KIR,Alpinism,
KIR,Archery,
KIR,Art Competitions,
KIR,Artistic Gymnastics,
KIR,Artistic Swimming,
KIR,Athletics,
KIR,Badminton,
KIR,Baseball,
KIR,Baseball/Softball,
KIR,Basketball,
KIR,Basque Pelota,
KIR,Beach Volleyball,
KIR,Boxing,
KIR,Breaking,
KIR,Canoe Slalom,
KIR,Canoe Sprint,
KIR,Canoeing,
KIR,Cricket,
KIR,Croquet,
KIR,Cycling,
KIR,Cycling BMX Freestyle,
KIR,Cycling BMX Racing,
KIR,Cycling Mountain Bike,
KIR,Cycling Road,
KIR,Cycling Track,
KIR,Diving,
KIR,Equestrian,
KIR,Equestrianism,
KIR,Fencing,
KIR,Figure Skating,
KIR,Football,
KIR,Golf,
KIR,Gymnastics,
KIR,Handball,
KIR,Hockey,
KIR,Ice Hockey,
KIR,Jeu De Paume,
KIR,Judo,
KIR,Karate,
KIR,Lacrosse,
KIR,Marathon Swimming,
KIR,Modern Pentathlon,
KIR,Motorboating,
KIR,Polo,
KIR,Racquets,
KIR,Rhythmic Gymnastics,
KIR,Roque,
KIR,Rowing,
KIR,Rugby,
KIR,Rugby Sevens,
KIR,Sailing,
KIR,Shooting,
KIR,Skateboarding,
KIR,Softball,
KIR,Sport Climbing,
KIR,Surfing,
KIR,Swimming,
KIR,Synchronized Swimming,
KIR,Table Tennis,
KIR,Taekwondo,
KIR,Tennis,
KIR,Trampoline Gymnastics,
KIR,Trampolining,
KIR,Triathlon,
KIR,Tug-Of-War,
KIR,Volleyball,
KIR,Water Polo,
KIR,Weightlifting,
KIR,Wrestling,
UNK,3x3 Basketball,
UNK,Aeronautics,
UNK,Alpinism,
UNK,Archery,
UNK,Art Competitions,
UNK,Artistic Gymnastics,
UNK,Artistic Swimming,
UNK,Athletics,
UNK,Badminton,
UNK,Baseball,
UNK,Baseball/Softball,
UNK,Basketball,
UNK,Basque Pelota,
UNK,Beach Volleyball,
UNK,Boxing,
UNK,Breaking,
UNK,Canoe Slalom,
UNK,Canoe Sprint,
UNK,Canoeing,
UNK,Cricket,
UNK,Croquet,
UNK,Cycling,
UNK,Cycling BMX Freestyle,
UNK,Cycling BMX Racing,
UNK,Cycling Mountain Bike,
UNK,Cycling Road,
UNK,Cycling Track,
UNK,Diving,
UNK,Equestrian,
UNK,Equestrianism,
UNK,Fencing,
UNK,Figure Skating,
UNK,Football,
UNK,Golf,
UNK,Gymnastics,
UNK,Handball,
UNK,Hockey,
UNK,Ice Hockey,
UNK,Jeu De Paume,
UNK,Judo,
UNK,Karate,
UNK,Lacrosse,
UNK,Marathon Swimming,
UNK,Modern Pentathlon,
